img_id,latency_ms,num_preds,num_gts,tp,fp,fn,precision,recall,f1,sensitivity,specificity,mean_iou,mean_dice
143,29.89029884338379,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8912742922582564,0.9423989808381086
144,32.7756404876709,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.898417234282388,0.9464169422626694
145,32.05609321594238,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8526826843848256,0.9197192414878941
146,30.71451187133789,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8489545108315584,0.9181903563988696
147,30.7466983795166,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.9082595403802901,0.951919400589402
148,29.937028884887695,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.7074975640575576,0.82045876904509
149,29.621601104736328,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.9147552880246917,0.9554787880158556
150,31.57949447631836,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8587017975902679,0.9227311937645246
151,29.25395965576172,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8704891351197201,0.9298058242627267
152,31.113624572753906,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8756560283757675,0.9335437795852779
153,32.53436088562012,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8065872664895661,0.8928651084507857
154,31.138896942138672,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8816586312804081,0.936625499849213
155,30.796289443969727,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.7600930505987074,0.8544097088004785
156,31.07738494873047,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.7981948955003787,0.8876980074286995
157,30.335426330566406,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8695841432628111,0.9300099287754705
158,29.82044219970703,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8846448327338291,0.9381869362092468
159,31.41951560974121,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8793350583538306,0.9350126711068711
160,31.386375427246094,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8587889094204586,0.9221431851705717
161,29.874324798583984,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8554105151333409,0.9216544511411496
162,30.962467193603516,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8564965808590879,0.9225560452010593
163,29.829978942871094,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8697947569859905,0.9300888516517594
